2,83,155
90,70,141
38,64,1156
114,132,72
61,104,177
47,68,737
22,12,6
46,46,999
98,17,490
84,7,930
112,13,45
87,126,487
113,56,104
47,71,28
93,131,401
63,125,650
87,80,848
41,65,670
92,83,328
35,126,466
82,82,510
22,4,1063
3,104,1007
86,59,107
61,106,680
113,80,444
58,42,248
100,132,549
8,83,742
56,130,385
16,92,582
81,94,1101
69,84,1137
52,70,184
81,2,193
71,112,832
114,110,31
104,109,749
21,114,760
112,17,497
31,74,973
60,83,907
70,112,114
75,52,1164
49,7,951
7,23,1159
35,62,940
107,67,178
34,31,1055
100,70,1020
33,86,604
62,25,1173
40,26,481
47,2,3
69,47,518
7,65,907
96,18,817
77,91,801
73,47,64
77,31,460
101,101,373
29,50,905
54,121,1041
94,96,1177
65,121,533
90,45,179
83,32,902
15,4,469
20,83,1155
97,122,1012
107,93,1160
3,72,322
80,48,1173
79,80,705
103,3,505
81,15,941
26,116,16
105,128,1187
73,102,860
106,11,905
92,85,1196
3,121,32
2,74,435
21,12,1177
20,6,776
19,32,16
112,64,613
21,83,55
96,3,890
113,53,932
64,105,328
26,120,1159
69,117,149
46,93,675
49,7,925
5,99,1090
40,64,626
81,129,734
28,83,20
110,27,1053
33,5,192
68,85,376
82,129,184
79,78,446
103,78,941
110,103,681
32,108,345
96,86,1104
30,115,992
77,133,327
109,87,804
29,15,782
47,113,511
53,45,941
87,89,1079
18,110,448
96,40,1033
52,91,486
68,62,482
28,45,929
57,6,1166
102,100,1118
81,87,567
16,74,1111
17,111,557
59,11,1177
3,15,48
52,113,826
48,68,1169
31,90,786
29,22,603
76,131,346
94,118,1111
112,61,207
104,94,899
108,42,1025
109,12,448
49,30,274
85,5,251
33,63,288
111,60,1179
95,120,467
49,66,1025
21,94,250
7,8,793
100,75,168
109,65,226
14,44,695
33,112,1128
32,125,1122
10,72,489
79,2,10
23,12,979
42,70,987
1,104,471
19,50,204
66,117,584
8,47,1189
6,114,138
47,73,68
52,21,684
106,14,195
93,51,52
75,92,564
38,79,1163
43,17,673
22,16,552
89,96,69
52,2,225
49,86,206
103,107,657
88,123,438
29,11,804
27,49,1201
15,124,226
2,101,919
3,93,866
64,30,506
69,93,535
59,64,104
113,52,889
101,103,1068
107,77,807
70,16,46
103,130,907
53,87,947
100,59,321
49,54,1141
52,46,689
15,22,274
106,100,734
67,35,1179
30,35,195
35,13,212
11,57,683
79,90,313
77,19,48
76,87,48
95,75,1186
91,57,503
37,108,491
51,93,453
50,42,846
89,28,467
72,77,408
11,45,1177
44,104,813
37,62,28
22,36,119
66,103,846
115,64,1003
86,133,355
89,88,887
22,35,427
65,121,1126
75,5,87
81,99,265
1,56,785
86,1,409
45,35,506
32,116,658
115,106,882
64,120,704
6,44,821
28,26,621
37,103,680
11,73,277
3,118,41
56,134,71
21,1,1183
110,52,475
37,124,476
93,76,138
24,14,182
57,89,488
62,104,266
16,58,296
90,41,865
22,35,1189
60,70,954
78,51,1060
70,12,1131
34,125,333
14,70,240
52,120,530
10,73,258
73,128,267
97,7,697
85,25,104
78,18,796
47,40,50
38,72,870
32,120,683
54,34,1012
109,3,1095
6,44,496
32,15,859
90,120,688
66,113,395
35,117,1094
99,83,961
71,97,263
19,18,430
83,110,786
75,22,835
44,121,37
77,94,1029
78,54,20
109,86,493
54,102,834
46,131,26
76,83,770
5,45,362
80,120,237
7,76,363
8,18,870
101,26,1133
35,86,210
7,25,257
90,91,99
94,94,455
77,44,1012
73,134,663
7,46,681
84,132,965
76,84,1008
83,120,607
79,80,675
87,14,404
98,82,521
50,36,795
26,120,241
95,53,287
54,59,170
20,112,1025
44,77,789
43,54,674
44,10,942
67,17,119
94,124,273
59,106,462
14,85,95
105,70,114
70,114,276
69,35,549
42,70,922
82,51,636
79,65,252
101,7,232
101,87,916
12,1,576
2,130,779
88,8,239
89,64,69
65,104,670
39,105,980
38,29,732
39,15,645
81,112,371
21,34,693
102,4,1048
39,68,1009
87,80,358
94,82,554
66,127,1091
55,17,850
76,74,331
44,75,512
18,104,1075
109,43,158
39,79,974
72,120,533
22,31,324
83,79,228
60,70,733
18,104,209
73,31,851
70,71,847
35,69,574
52,25,881
109,110,330
20,64,28
75,128,58
54,39,1073
51,127,1157
10,117,40
94,1,6
83,43,107
49,100,74
13,44,458
112,100,56
62,105,928
106,48,58
68,68,985
15,23,1130
94,23,707
86,30,777
51,85,213
84,31,598
22,101,882
111,74,751
77,68,658
98,122,194
22,24,616
114,32,611
22,81,177
18,83,689
55,50,129
85,71,134
101,110,660
32,99,730
37,85,1146
23,62,804
46,131,320
50,75,53
16,62,479
77,74,761
41,5,162
19,66,219
60,126,1173
51,132,108
71,124,532
105,91,732
64,134,162
56,103,771
36,7,977
8,82,79
83,28,323
106,125,833
55,21,163
89,92,635
80,130,1195
21,110,765
70,31,948
91,16,663
58,118,338
57,116,530
43,62,397
105,98,934
95,95,1193
87,59,621
55,106,376
70,107,962
75,18,283
21,63,451
32,125,104
83,57,65
48,133,361
80,55,271
23,106,283
25,48,140
75,115,957
32,43,399
28,121,102
56,115,872
24,27,1194
110,86,960
80,15,335
108,46,546
25,105,461
11,56,3
65,59,933
14,72,734
67,1,732
87,65,636
112,126,160
67,67,251
27,33,183
51,72,302
97,96,618
40,8,649
110,21,580
10,124,500
110,12,795
44,51,754
22,127,753
87,131,492
37,87,347
21,116,199
98,18,1088
61,38,995
12,32,1142
8,109,395
6,120,16
83,85,485
63,115,1043
61,34,713
72,12,888
13,3,500
29,105,359
37,32,952
59,58,970
96,39,168
78,17,154
35,95,99
46,82,18
102,85,4
35,44,1057
36,122,234
11,134,260
62,111,40
4,99,789
26,28,243
69,97,681
84,115,153
54,45,463
76,96,504
47,50,177
34,3,1091
106,28,631
71,101,355
107,20,366
11,37,1171
50,24,479
94,39,1099
51,78,575
87,115,689
94,59,339
92,18,544
102,100,858
87,42,6
78,134,1167
32,109,848
95,50,73
48,31,644
3,80,94
27,116,538
50,22,426
110,109,375
2,18,13
99,29,642
30,92,1042
46,19,365
109,23,924
89,126,575
59,54,246
86,105,656
43,88,1055
31,44,177
75,98,221
76,35,814
80,131,193
61,21,665
77,85,545
90,40,832
79,89,281
101,60,486
13,36,422
54,65,671
76,135,430
83,101,493
14,39,1094
11,11,1153
37,134,298
75,11,180
11,81,435
22,80,800
106,105,344
90,75,1193
38,31,592
70,118,188
23,129,1066
5,89,7
90,80,694
32,76,547
18,62,228
24,51,1059
23,64,491
80,109,1164
15,46,883
106,104,1024
54,97,139
11,62,155
31,7,1135
41,55,1203
11,87,261
96,85,115
93,17,1028
71,55,481
87,68,173
106,125,381
32,117,990
84,110,1014
40,9,1202
8,127,392
108,114,83
47,82,202
87,40,862
74,16,769
115,116,374
83,47,1150
114,47,156
73,12,648
21,49,1000
44,67,672
12,101,228
61,91,680
39,46,1080
113,23,755
69,86,901
22,99,1146
62,85,869
5,11,712
23,42,911
61,32,291
39,51,964
19,74,452
52,64,219
86,52,4
7,2,215
58,4,543
91,135,764
101,114,1044
97,8,800
69,45,438
93,109,131
76,87,952
95,60,111
43,100,313
89,107,288
83,134,81
48,94,342
36,100,287
70,63,643
108,44,587
82,116,164
95,127,703
103,55,447
45,92,704
42,57,313
44,15,68
73,16,83
69,25,767
10,68,73
101,7,215
30,121,146
70,90,1060
15,129,1023
76,112,701
80,4,22
81,128,390
113,32,425
55,42,246
49,16,805
58,100,523
61,4,427
23,18,944
54,102,908
44,34,186
24,132,352
56,122,190
72,52,669
85,121,982
95,106,706
106,26,663
25,85,258
48,18,965
27,68,1080
27,32,232
66,81,1182
23,37,401
105,126,252
59,119,431
101,107,158
62,50,422
23,74,686
24,23,753
109,107,1013
57,35,483
30,53,176
42,23,352
96,85,610
30,1,304
40,95,898
99,73,413
78,94,163
63,5,827
72,50,522
41,35,580
57,57,813
93,34,594
25,70,747
97,96,890
98,128,653
37,117,559
102,12,305
58,111,685
31,97,423
53,101,965
99,65,445
3,103,704
67,72,544
30,87,28
84,113,1184
46,95,108
17,42,605
112,65,209
27,134,724
13,74,645
17,102,931
95,133,275
43,111,221
111,100,397
2,85,531
27,105,1188
68,118,15
31,43,524
35,121,2
23,108,927
114,64,1192
106,15,1072
29,122,1026
87,4,1064
105,26,681
20,130,1022
85,135,259
71,71,810
61,119,528
39,71,109
27,24,26
48,132,324
39,14,622
64,133,1052
16,112,1015
15,48,153
101,17,1122
18,63,961
64,50,1143
37,53,277
52,123,460
88,72,1027
100,67,258
35,113,1034
39,25,21
40,65,833
96,54,632
36,64,476
19,11,854
26,116,727
37,3,850
33,14,86
57,51,361
114,36,1037
