27,125,511
58,110,566
74,5,13
2,36,662
30,106,613
79,70,378
54,3,988
24,76,17
40,103,991
55,18,27
81,137,820
83,82,1157
31,148,1135
16,6,623
81,62,371
79,140,186
8,92,589
86,127,1088
55,138,297
95,96,531
31,81,462
96,151,187
35,58,252
37,18,754
71,110,322
83,143,860
7,90,727
37,127,777
3,36,495
71,100,630
20,79,967
61,62,989
11,40,960
33,115,929
79,72,794
68,71,181
14,71,49
44,33,797
96,32,34
65,6,404
101,22,415
38,133,321
14,65,226
77,126,1129
45,19,753
19,119,757
30,140,1013
26,53,1132
60,1,996
25,89,715
50,55,291
26,89,599
50,70,175
77,26,708
41,71,393
52,144,168
100,94,334
46,58,444
73,127,996
76,13,468
82,35,58
10,6,168
78,129,1032
75,6,808
13,61,203
86,40,1112
96,40,451
88,73,399
18,33,368
22,53,957
55,38,149
52,22,323
101,68,1155
27,145,223
83,112,341
52,60,1042
89,38,576
7,11,139
57,76,270
76,103,1040
74,17,706
82,115,823
93,127,445
67,53,714
41,127,790
21,19,503
100,108,1064
61,148,428
4,51,791
71,96,463
32,7,595
82,121,1079
78,129,216
54,80,935
63,17,366
21,121,118
7,58,611
42,22,1007
95,64,1133
62,88,148
58,93,1113
59,51,723
15,51,517
74,95,1100
19,150,815
98,95,757
28,49,147
96,14,310
38,40,590
40,24,398
61,136,21
72,15,878
83,151,370
8,88,542
5,30,436
40,134,340
4,61,833
3,64,112
6,132,953
21,50,186
22,54,52
4,27,808
52,131,99
70,22,419
3,82,401
90,129,378
63,126,129
76,11,1074
55,137,777
80,32,990
77,14,766
72,113,622
24,34,746
14,13,60
64,9,375
61,112,370
57,138,485
98,3,52
40,98,22
91,112,392
38,134,70
31,117,297
21,143,678
88,6,617
70,29,411
47,148,843
93,113,954
13,30,631
38,129,1026
57,73,784
78,21,862
59,35,956
37,108,438
101,126,368
86,116,850
13,151,129
85,79,1028
22,88,1082
33,7,854
54,42,790
65,65,561
31,11,444
84,64,160
89,128,151
82,126,198
65,75,8
72,153,1109
21,152,28
78,29,1109
24,134,169
17,75,155
3,118,615
59,116,483
54,150,621
35,10,331
100,131,937
87,26,858
13,39,857
39,118,388
14,150,152
89,49,146
96,113,454
29,73,706
79,91,1110
97,67,876
84,55,233
8,45,480
73,36,907
43,24,691
45,63,530
57,1,1150
41,98,835
91,67,330
8,114,1011
35,30,218
90,21,147
75,12,676
79,123,622
39,91,462
91,8,955
21,57,854
101,140,175
40,125,371
83,97,35
17,138,464
41,31,360
32,127,962
50,135,478
2,145,941
81,25,1095
43,32,535
96,130,104
65,151,842
72,82,1118
85,86,828
68,111,230
31,29,507
57,113,456
14,60,1117
65,46,85
29,50,911
72,62,326
93,16,368
93,9,838
67,3,1040
32,21,1062
64,147,775
54,152,958
27,9,1144
18,91,656
68,153,932
74,88,710
59,79,617
12,49,3
37,57,21
33,50,983
30,95,756
95,101,63
51,65,412
71,89,127
70,115,317
40,4,795
53,71,353
69,89,981
67,66,564
89,8,94
60,55,763
42,114,479
35,54,1015
55,49,1014
45,88,153
54,146,366
33,42,347
56,31,263
37,89,708
27,58,697
4,8,321
100,28,1056
23,59,656
15,102,41
100,79,440
83,93,199
22,20,424
69,144,656
51,15,610
80,103,499
22,47,610
15,67,49
3,66,300
21,87,650
1,91,1129
61,105,463
1,75,987
91,99,2
70,39,732
69,62,204
43,124,853
1,32,609
67,60,815
82,55,1003
100,76,366
38,54,391
99,92,29
98,72,258
33,142,854
59,42,474
26,145,518
36,29,348
15,76,149
68,35,114
49,108,680
42,137,79
81,134,764
59,30,1019
25,18,760
42,137,638
96,64,555
34,6,878
53,36,26
21,92,912
3,65,478
23,48,144
3,22,761
11,135,184
19,85,442
1,25,1115
58,80,136
85,91,394
83,15,717
85,54,535
4,91,61
19,61,329
81,9,620
13,14,879
94,71,408
18,62,1113
100,79,1112
6,117,806
75,109,172
18,33,208
8,107,421
44,56,29
50,40,172
68,133,408
22,130,1045
13,44,196
21,60,1116
23,105,94
16,115,277
87,79,787
74,138,283
70,93,364
71,151,902
61,148,208
97,124,295
93,16,845
92,7,1080
63,49,500
44,5,501
48,23,825
5,118,597
46,4,273
52,10,888
37,131,916
37,19,969
70,47,1086
34,32,767
71,85,868
21,10,600
26,7,756
36,61,1045
62,115,519
65,34,1111
81,50,893
53,73,1155
43,122,500
51,151,901
32,74,233
13,38,756
38,105,471
13,19,655
89,152,854
26,40,616
35,60,912
86,107,823
2,133,1088
5,110,212
91,20,635
54,153,1146
51,131,288
90,92,744
36,33,828
71,24,124
2,113,930
4,8,829
96,38,1075
82,40,656
41,75,1137
5,91,553
80,11,1086
23,33,808
43,6,55
81,140,460
70,72,710
85,120,523
84,88,397
31,66,545
76,99,984
2,60,398
38,69,799
86,30,66
52,18,391
23,86,396
98,84,549
53,42,797
60,45,109
29,127,100
16,149,1049
86,113,206
36,38,625
71,124,202
74,32,266
23,115,843
89,70,955
57,10,251
40,32,842
95,153,1124
17,126,424
94,65,239
74,74,313
51,113,1095
73,7,217
24,95,644
4,31,102
79,14,80
90,58,3
80,117,402
9,119,718
42,100,887
60,65,256
56,110,678
95,153,1099
73,44,12
42,136,113
8,110,1156
18,13,502
44,152,645
46,30,615
80,63,1053
4,53,913
61,61,238
61,3,699
74,58,892
33,85,811
25,32,998
69,142,795
18,109,899
47,38,524
20,76,1056
74,147,974
60,146,763
3,24,422
59,118,730
58,92,94
88,51,419
21,12,1035
91,41,24
79,118,1055
67,74,1034
99,129,373
25,131,136
98,87,204
40,118,432
34,32,289
6,147,954
12,36,899
16,71,294
82,56,273
39,51,615
45,4,536
38,2,146
2,77,892
97,141,959
87,30,750
15,8,716
23,111,287
96,32,999
46,24,200
30,89,219
59,40,183
65,22,592
41,130,31
24,47,570
12,149,257
59,33,872
40,139,1117
67,75,241
52,61,606
35,67,902
86,33,673
53,28,112
46,84,224
41,32,1007
86,85,169
64,95,93
78,153,849
34,129,578
67,1,539
33,99,788
44,45,811
83,29,966
42,14,911
50,31,375
88,130,270
52,73,484
26,12,24
33,72,56
19,33,660
52,39,467
61,99,308
94,140,1008
73,60,426
4,134,1103
47,109,454
71,52,907
55,142,816
94,118,751
99,10,440
9,31,355
77,44,196
79,84,205
40,138,997
85,89,992
67,40,97
20,67,427
97,69,102
47,17,308
6,48,799
53,17,465
49,14,977
81,125,25
98,149,451
70,146,188
83,25,317
18,79,866
90,105,172
21,12,871
41,86,561
46,131,1145
19,54,547
67,113,813
38,92,152
26,27,1078
17,119,279
57,99,330
33,38,142
79,66,268
28,59,946
34,53,554
18,90,336
81,8,747
91,94,471
39,32,17
28,104,40
46,107,788
23,51,928
32,145,107
20,132,574
66,59,1127
42,140,886
5,25,719
20,133,967
23,111,773
80,151,216
26,22,398
78,22,921
12,131,187
64,124,30
73,2,1096
25,30,234
40,102,1158
14,26,960
60,16,768
43,146,24
11,146,541
63,79,623
15,65,412
55,96,679
97,4,1145
17,37,347
50,148,630
25,30,154
79,45,487
27,31,1089
95,146,634
72,44,636
26,112,238
97,73,6
84,2,1056
9,70,786
41,3,755
79,141,1094
71,77,1120
73,68,466
100,50,592
20,31,143
64,39,1067
72,37,494
11,68,524
25,95,335
60,106,59
51,130,369
6,73,478
17,84,76
68,39,625
55,94,481
85,64,882
54,113,262
88,70,650
81,84,1116
59,30,20
26,88,1136
4,3,561
62,139,254
73,44,571
69,50,209
24,71,950
79,64,549
4,131,482
37,94,1013
76,62,183
34,120,133
5,83,763
47,96,323
68,83,791
96,148,973
101,41,129
63,31,929
71,144,389
85,128,344
63,61,1002
20,17,649
7,36,112
101,88,680
77,120,38
83,146,341
28,16,98
69,109,111
50,52,112
2,151,15
88,104,588
78,103,1123
100,40,1142
98,12,489
94,52,547
79,5,994
66,84,233
12,80,1104
94,125,800
96,32,1157
48,99,868
32,91,75
86,56,1085
21,43,178
24,148,154
13,74,773
56,52,88
88,57,391
83,115,505
21,32,743
15,137,780
51,133,908
17,82,1006
54,49,627
5,29,920
14,34,1121
31,122,1092
97,3,271
83,15,616
52,92,50
44,136,408
62,27,1144
24,121,258
33,25,438
10,51,441
41,104,138
6,91,551
88,41,486
64,29,916
45,62,103
47,94,197
59,52,692
71,41,626
42,151,360
46,116,342
50,55,337
51,73,846
27,85,951
1,110,68
94,80,1013
63,51,39
6,69,714
100,60,45
86,24,989
72,61,233
89,131,830
97,115,97
79,83,936
37,130,657
32,38,1030
49,20,726
14,144,1097
101,18,404
78,87,542
69,77,950
50,27,210
59,11,1074
76,146,755
83,32,950
28,42,847
29,120,529
52,92,2
29,129,869
91,119,305
83,77,652
43,129,68
72,131,858
12,100,1090
74,120,660
93,89,531
51,37,906
81,83,366
30,23,11
50,12,195
96,22,1050
94,138,800
2,149,1012
101,6,236
33,13,437
74,144,380
76,89,736
49,20,187
87,142,473
36,116,1023
77,71,46
7,97,984
91,25,550
1,70,165
71,92,154
5,43,311
75,74,848
39,69,944
31,108,102
91,49,986
40,128,252
5,27,100
49,142,37
94,38,1099
39,87,556
85,145,210
74,47,243
34,33,147
5,150,693
3,44,1048
15,12,735
23,76,564
81,78,58
61,94,692
80,61,68
82,14,7
33,39,470
29,133,662
7,116,748
26,11,13
73,119,321
65,106,360
9,121,931
8,46,506
34,83,1147
101,119,181
88,117,1149
48,145,872
2,123,145
80,99,388
77,12,218
6,115,87
3,136,205
24,48,894
67,112,1143
11,46,771
62,23,513
40,82,546
92,78,765
97,110,710
65,27,734
89,29,1142
97,40,500
62,48,971
45,108,1027
62,98,205
74,127,563
84,124,869
64,4,102
66,63,495
76,5,121
55,131,953
15,125,100
37,55,187
24,94,538
62,93,805
80,46,39
11,143,367
10,59,117
47,14,498
47,144,184
11,60,1016
86,12,1055
66,136,349
92,118,286
95,137,1092
62,74,762
61,117,1089
34,40,372
64,17,81
100,126,215
70,151,447
13,9,76
46,78,800
50,99,790
71,1,358
31,10,1040
86,145,1143
10,27,116
54,127,268
35,82,29
97,53,1129
36,81,538
58,1,788
68,94,576
66,111,109
